Step,Losses_kW,Avg_Voltage_pu,Min_Voltage_pu
0,6.9336919823292,0.9523454866689347,0.7830802394911299
1,6.933647218085695,0.9523455469814182,0.7830805638154772
2,6.933647212036829,0.9523455468871256,0.783080563254429
3,6.933647212081998,0.9523455468868441,0.7830805632528053
4,6.933647212085914,0.9523455468868437,0.7830805632528028
5,6.933647212085914,0.9523455468868437,0.7830805632528028
6,6.933647212085914,0.9523455468868437,0.7830805632528028
7,6.933647212085914,0.9523455468868437,0.7830805632528028
8,6.933647212085914,0.9523455468868437,0.7830805632528028
9,6.933647212085914,0.9523455468868437,0.7830805632528028
10,6.933647212085914,0.9523455468868437,0.7830805632528028
11,6.933647212085914,0.9523455468868437,0.7830805632528028
12,6.933647212085914,0.9523455468868437,0.7830805632528028
13,6.933647212085914,0.9523455468868437,0.7830805632528028
14,6.933647212085914,0.9523455468868437,0.7830805632528028
15,5.970507530820112,0.955355810002779,0.7996554413585019
16,5.970490758231101,0.9553558314354316,0.7996555574762422
17,5.97049075789573,0.9553558313973917,0.7996555572539898
18,5.970490757907514,0.9553558313973102,0.7996555572535226
19,5.970490757911093,0.9553558313973101,0.7996555572535218
20,5.970490757911093,0.9553558313973101,0.7996555572535218
21,5.970490757911093,0.9553558313973101,0.7996555572535218
22,5.970490757911093,0.9553558313973101,0.7996555572535218
23,5.970490757911093,0.9553558313973101,0.7996555572535218
24,5.970490757911093,0.9553558313973101,0.7996555572535218
25,5.970490757911093,0.9553558313973101,0.7996555572535218
26,5.970490757911093,0.9553558313973101,0.7996555572535218
27,5.970490757911093,0.9553558313973101,0.7996555572535218
28,5.970490757911093,0.9553558313973101,0.7996555572535218
29,5.970490757911093,0.9553558313973101,0.7996555572535218
30,5.970490757911093,0.9553558313973101,0.7996555572535218
31,5.970490757911093,0.9553558313973101,0.7996555572535218
32,5.970490757911093,0.9553558313973101,0.7996555572535218
33,5.970490757911093,0.9553558313973101,0.7996555572535218
34,5.970490757911093,0.9553558313973101,0.7996555572535218
35,5.970490757911093,0.9553558313973101,0.7996555572535218
36,5.970490757911093,0.9553558313973101,0.7996555572535218
37,5.970490757911093,0.9553558313973101,0.7996555572535218
38,5.970490757911093,0.9553558313973101,0.7996555572535218
39,5.970490757911093,0.9553558313973101,0.7996555572535218
40,5.970490757911093,0.9553558313973101,0.7996555572535218
41,5.970490757911093,0.9553558313973101,0.7996555572535218
42,5.970490757911093,0.9553558313973101,0.7996555572535218
43,5.970490757911093,0.9553558313973101,0.7996555572535218
44,5.970490757911093,0.9553558313973101,0.7996555572535218
45,5.970490757911093,0.9553558313973101,0.7996555572535218
46,5.970490757911093,0.9553558313973101,0.7996555572535218
47,5.970490757911093,0.9553558313973101,0.7996555572535218
48,5.970490757911093,0.9553558313973101,0.7996555572535218
49,5.970490757911093,0.9553558313973101,0.7996555572535218
50,5.970490757911093,0.9553558313973101,0.7996555572535218
51,5.970490757911093,0.9553558313973101,0.7996555572535218
52,5.970490757911093,0.9553558313973101,0.7996555572535218
53,5.970490757911093,0.9553558313973101,0.7996555572535218
54,5.970490757911093,0.9553558313973101,0.7996555572535218
55,5.970490757911093,0.9553558313973101,0.7996555572535218
56,5.970490757911093,0.9553558313973101,0.7996555572535218
57,5.970490757911093,0.9553558313973101,0.7996555572535218
58,5.970490757911093,0.9553558313973101,0.7996555572535218
59,5.970490757911093,0.9553558313973101,0.7996555572535218
